1056338697_4f7d7ce270.jpg;A young child is wearing blue goggles and sitting in a float in a pool .;3;1
1056338697_4f7d7ce270.jpg;A girl wearing a yellow shirt and sunglasses smiles .;3;1
1056338697_4f7d7ce270.jpg;A man sleeps under a blanket on a city street .;3;1
1056338697_4f7d7ce270.jpg;A woman plays with long red ribbons in an empty square .;3;2
1056338697_4f7d7ce270.jpg;Chinese market street in the winter time .;3;1
1056338697_4f7d7ce270.jpg;A soccer ball is above the head of a man wearing black shorts and red and black striped shirt .;3;1
1056338697_4f7d7ce270.jpg;A young boy dressed in a red uniform kicks the soccer ball on the field as another child in blue watches from behind .;3;1
1056338697_4f7d7ce270.jpg;A man and woman look back at the camera while standing in front of a red art structure .;3;1
106490881_5a2dd9b7bd.jpg;A white dog jumps to catch a blue ball in a living room .;3;1
106490881_5a2dd9b7bd.jpg;A little boy shakes the snow off of a tree .;3;2
106490881_5a2dd9b7bd.jpg;The kid is on a float in the snow .;3;2
106490881_5a2dd9b7bd.jpg;Two long-haired puppy dogs have a romp in the snow .;3;1
106490881_5a2dd9b7bd.jpg;A little girl wearing sunglasses puts her feet into the kitchen sink .;3;1
106490881_5a2dd9b7bd.jpg;Snowboarder in the air performing a stunt .;3;1
106490881_5a2dd9b7bd.jpg;A dog runs through the deep snow .;3;1
106490881_5a2dd9b7bd.jpg;A dog wearing a collar jumping from a platform .;3;1
1082379191_ec1e53f996.jpg;A young boy in a swimming suit sits in water .;3;1
1082379191_ec1e53f996.jpg;A crowd of people at an outdoor event;3;2
1082379191_ec1e53f996.jpg;A man riding a motorcycle is performing a trick at a track .;3;1
1082379191_ec1e53f996.jpg;A man riding a blue motorcycle jumps over a ramp .;3;1
1084040636_97d9633581.jpg;A child is preparing to slide down a piece of playground equipment .;3;1
1084040636_97d9633581.jpg;The baby in suspenders sits by a toy .;3;1
1084040636_97d9633581.jpg;Close-up of dog in profile with mouth open .;3;3
1084040636_97d9633581.jpg;Two brown dogs playfully fight in the snow .;3;2
1084040636_97d9633581.jpg;A dog gets on a trampoline .;3;2
1084040636_97d9633581.jpg;A jogger with a dog approaches a ladder truck .;3;1
1096395242_fc69f0ae5a.jpg;A white dog jumps to catch a blue ball in a living room .;3;2
1096395242_fc69f0ae5a.jpg;A man and young girl eat a meal on a city street .;3;1
1096395242_fc69f0ae5a.jpg;A young boy kicks a soccer ball while six others play but are dressed as referee .;3;2
1096395242_fc69f0ae5a.jpg;A little girl with mud on her face cries .;3;1
1096395242_fc69f0ae5a.jpg;Two little girls dance on a hardwood floor in the house .;3;2
1107246521_d16a476380.jpg;Two little children and one is playing with a slinky .;3;1
1107246521_d16a476380.jpg;Large dog plays with two smaller dogs on grass .;3;3
1107246521_d16a476380.jpg;Two beige dogs are playing in the grass near a doghouse .;3;2
1107246521_d16a476380.jpg;Person in gray jacket and blue pants balancing board on handrail;3;1
1107246521_d16a476380.jpg;Two men walk through a city with words on the street .;3;1
1107246521_d16a476380.jpg;Three dogs are playing in a field .;3;3
1119015538_e8e796281e.jpg;A dog rolling in the grass .;3;3
1119015538_e8e796281e.jpg;Little girl in bare feet sitting in a circle .;3;1
1119015538_e8e796281e.jpg;A young boy dressed in a black hoodie crawling through a large , white tube .;3;1
1119015538_e8e796281e.jpg;A small brown and white dog running through tall grass .;4;3
1119015538_e8e796281e.jpg;A brown dog with a tennis ball its mouth rolling on its back on a grassy surface .;3;3
1119015538_e8e796281e.jpg;Two dogs are playing together outside .;3;3
1119015538_e8e796281e.jpg;A white dog runs in the grass ,;3;4
1122944218_8eb3607403.jpg;The football player wearing a white helmet and orange chairs swing his leg while the player next to him kneels .;3;1
1122944218_8eb3607403.jpg;Four woman wearing formal gowns pose together and smile .;3;1
1122944218_8eb3607403.jpg;Two men and a woman smile at the camera .;3;1
1122944218_8eb3607403.jpg;A woman holding a little girls hand is pointing to something trying to show her .;3;3
1122944218_8eb3607403.jpg;The dog is jumping up beside a red wall .;3;1
1131800850_89c7ffd477.jpg;Two lizards fighting .;3;1
1131800850_89c7ffd477.jpg;A brown dog shaking off water .;3;4
1131800850_89c7ffd477.jpg;Brown and white dog jumping over a low rail with a tennis ball in his mouth .;3;2
1131800850_89c7ffd477.jpg;A young boy is riding a bike .;3;1
1131932671_c8d17751b3.jpg;A boy jumps from one bed to another .;3;4
1131932671_c8d17751b3.jpg;A child jumping on a tennis court .;3;3
1131932671_c8d17751b3.jpg;A woman plays guitar by a round light .;3;1
113678030_87a6a6e42e.jpg;A man is hiking on a mountaintop on a cloudy day .;3;1
113678030_87a6a6e42e.jpg;Team members being lifted up high to catch a flying ball .;3;1
113678030_87a6a6e42e.jpg;A person is in the air while riding his bicycle on top of the train on a clear blue sky day .;3;1
113678030_87a6a6e42e.jpg;Laying on stones , a girl with messy hair has her head on the boy laying next to her .;3;1
113678030_87a6a6e42e.jpg;A man in grey on a rocky cliff , overlooking the mountains .;3;2
114051287_dd85625a04.jpg;Two men and a woman smile at the camera .;3;1
114051287_dd85625a04.jpg;Many white puppies are eating food near several brown roosters .;3;1
114051287_dd85625a04.jpg;A man with sunglasses and a woman with a hat are in front of a car .;3;2
114051287_dd85625a04.jpg;A man and woman look back at the camera while standing in front of a red art structure .;3;1
114051287_dd85625a04.jpg;A red car parked next to a cow in a field .;3;1
115684808_cb01227802.jpg;Three people and a sled .;3;4
115684808_cb01227802.jpg;Four people climbing a hill in the snow .;3;2
115684808_cb01227802.jpg;A man jumps while snow skiing .;3;1
115684808_cb01227802.jpg;A child sleds over a mound of snow as others watch him .;3;2
115684808_cb01227802.jpg;A picture of Albert Einstein on a white bear statue , with a little boy standing under the bear statue 's face .;3;1
115684808_cb01227802.jpg;A man at a rodeo is thrown off a horse .;3;1
1167669558_87a8a467d6.jpg;A woman with holding a young girl playing with bubbles at a picnic .;3;1
1167669558_87a8a467d6.jpg;A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on .;3;1
1167669558_87a8a467d6.jpg;A girl wearing a yellow shirt and sunglasses smiles .;3;2
1167669558_87a8a467d6.jpg;Child sitting at a backyard picnic table .;3;1
1167669558_87a8a467d6.jpg;Two girls with orange shirts .;3;1
1174525839_7c1e6cfa86.jpg;a little girl kicks into the air .;3;3
1174525839_7c1e6cfa86.jpg;A little girl runs on the wet sand near the ocean .;3;3
1174525839_7c1e6cfa86.jpg;A dog is running along the beach beside the ocean .;3;2
1174629344_a2e1a2bdbf.jpg;A group of people walking a city street in warm weather .;3;4
1174629344_a2e1a2bdbf.jpg;People waiting to cross the street in front of a pharmacy with lit up sign .;4;2
1174629344_a2e1a2bdbf.jpg;Group of children in blue uniforms sitting on steps .;3;1
1174629344_a2e1a2bdbf.jpg;Four men playing basketball , two from each team .;3;1
1174629344_a2e1a2bdbf.jpg;The girl is standing as the other girl with glasses works on her hand painting .;3;1
